Категории;Показывать товар;Артикул;Характеристики;Описание товара;Основная категория;Короткое название;Бренд;Цена_Зачеркнутая;Цена_Розничная;Фотографии
Зоотовары/Товары для собак/Корма для собак;1;620256;"(Характеристики товара)Тип товара:Консервы для собак;
(Характеристики товара)Бренд:ROYAL CANIN VET DIET;
(Характеристики товара)Серия:Cardiac;
(Характеристики товара)Ветеринарные показания и специальные потребности:Сердечная недостаточность;
(Характеристики товара)Возраст питомца:Взрослые;
(Характеристики товара)Форма упаковки:Банка;
(Характеристики товара)Вес упаковки:410 г;
(Характеристики товара)Страна происхождения:Австрия;
(Характеристики товара)EAN:9003579309414;
(Характеристики товара)Вес:410 г";"Диету следует назначать при появлении первых симптомов заболевания сердца. В случае необходимости собака должна получать диетическое питание в течение всей жизни. Полифенолы улучшают кровоснабжение тканей, воздействуя на сосуды. Пониженное содержание фосфора в корме обусловлено риском, связанным с сопутствующей хронической почечной недостаточностью. Контролируемый уровень натрия в корме снижает нагрузку на сердце. Регулирование общего содержания калия и магния в организме осуществляют по клиническим показаниям. Таурин и L-карнитин необходимы для поддержания функциональной деятельности миоцитов и улучшения сократительной способности миокарда. </p>


Ингредиенты:  Рис, дегидратированные белки животного происхождения (птица), кукурузная мука, животные жиры, кукурузная клейковина, яичный порошок, гидролизат белков животного происхождения, свекольный жом, рыбий жир, растительная клетчатка, минеральные вещества, соевое масло, дрожжи, фруктоолигосахариды, экстракт зеленого чая (источник полифенолов), экстракт бархатцев прямостоячих (источник лютеина).

Добавки в 1 кг:   Витамин A: 15100 ME, Витамин D3: 800 ME, Железо: 37 мг, Йод: 2,8 мг, Марганец: 47 мг, Цинк: 156 мг, Ceлeн: 0,06 мг - Консервант: сорбат калия - Антиокислители: пропилгаллат, БГА.

Содержание питательных веществ:  Белки: 26 % - Жиры: 20 % - Минеральные вещества: 5,1 % - Клетчатка пищевая: 1,6 % - В 1 кг: Натрий: 1,3 г - Калий: 8 г - Магний: 1,5 г - Фосфор: 5,5 г - Медь: 15 мг.";Зоотовары/Товары для собак/Корма для собак;ROYAL CANIN VET DIET влажный корм Early Cardiac EС26 для собак страдающих сердечной недостаточностью 410 г;ROYAL CANIN VET DIET;;222;/storage/photo/original/d/royal-canin-vet-diet-vlazhnij-korm-early-cardiac-es26-dlya-sobak-stradayushih-serdechnoj-nedostatochnostyu-410-g.jpg
Зоотовары/Товары для собак/Корма для собак;1;620257;"(Характеристики товара)Тип товара:Консервы для собак;
(Характеристики товара)Бренд:ROYAL CANIN VET DIET;
(Характеристики товара)Серия:Gastro Intestinal;
(Характеристики товара)Ветеринарные показания и специальные потребности:Нарушение пищеварения;
(Характеристики товара)Возраст питомца:Взрослые;
(Характеристики товара)Форма упаковки:Банка;
(Характеристики товара)Вес упаковки:200 г;
(Характеристики товара)Страна происхождения:Австрия;
(Характеристики товара)EAN:9003579311998;
(Характеристики товара)Вес:200 г";"ДИЕТА ДЛЯ СОБАК ПРИ НАРУШЕНИИ ПИЩЕВАРЕНИЯ

ПОКАЗАНИЯ
Острая и хроническая диарея
Хроническое воспаление кишечника
Плохая переваримость и абсорбция питательных веществ
Восстановительный период после болезни
Пролиферация бактерий в тонком кишечнике
Экзокринная недостаточность поджелудочной железы
Колит
Гастрит
Анорексия

ПРОТИВОПОКАЗАНИЯ
Панкреатит (в т. ч. перенесенный ранее)
Гиперлипидемия
Лимфангиэктазия
Печеночная энцефалопатия
Заболевания, при которых рекомендована низкокалорийная диета

ДЛИТЕЛЬНОСТЬ КУРСА ПРИМЕНЕНИЯ
Длительность применения диеты варьируется в зависимости от тяжести симптомов нарушения пищеварения.
Для оптимальной работы пищеварительной системы необходимо соблюдение суточного рациона и увеличение его кратности кормлений в день.
Рекомендуемый суточный рацион при смешанном кормлении (сухой+влажный корм) смотрите в конце данного раздела.

Безопасность пищеварительной системы
Сочетание высококачественных белков с высокой степенью усвояемости, пребиотиков (маннановые олигосахариды), клетчатки и рыбьего жира обеспечивает максимальную безопасность пищеварения.

Высокий уровень энергии
Повышенное содержание энергии соответствует энергетическим потребностям собаки, позволяет ограничить объем корма и снизить нагрузку на желудочно-кишечный тракт, также помогает восстановить вес в период выздоровления.

EPA / DHA
Эйкозапентаеновая и докозагексаеновая кислоты, длинноцепочечные жирные кислоты Омега 3 способствуют поддержанию здоровья пищеварительной системы.

Комплекс антиоксидантов
Комплекс антиоксидантов синергичного действия снижает уровень окислительного стресса и борется со свободными радикалами.

ИНГРЕДИЕНТЫ:
мясо и мясные субпродукты, рыба и рыбные субпродукты, злаки, субпродукты растительного происхождения, масла и жиры, минеральные вещества, дрожжи.

ДОБАВКИ (В 1 КГ):
Питательные добавки: Витамин D3: 380 ME, Железо: 7 мг, Йод: 0,35 мг, Марганец: 2 мг, Цинк: 21 мг.

СОДЕРЖАНИЕ ПИТАТЕЛЬНЫХ ВЕЩЕСТВ:
Белки: 8,5 % - Жиры: 6,5 % - Минеральные вещества: 2 % - Клетчатка пищевая: 1,5 % - Влажность: 75 % - Усвояемая энергия: 1088 ккал/кг - Натрий: 0,09 % - Калий: 0,26 % - Основные жирные кислоты ряда Омега 6: 0,95 % и ряда Омега 3 (EPA/DHA): 0,08 % - Медь: 3 мг/кг.";Зоотовары/Товары для собак/Корма для собак;ROYAL CANIN VET DIET влажный корм Gastro Intestinal для собак с нарушением пищеварения 200 г;ROYAL CANIN VET DIET;;127;/storage/photo/original/d/royal-canin-vet-diet-vlazhnij-korm-gastro-intestinal-dlya-sobak-s-narusheniem-pishevareniya-200-g.jpg
Зоотовары/Товары для собак/Корма для собак;1;620258;"(Характеристики товара)Тип товара:Консервы для собак;
(Характеристики товара)Бренд:ROYAL CANIN VET DIET;
(Характеристики товара)Серия:Gastro Intestinal;
(Характеристики товара)Ветеринарные показания и специальные потребности:Нарушение пищеварения;
(Характеристики товара)Возраст питомца:Взрослые;
(Характеристики товара)Форма упаковки:Банка;
(Характеристики товара)Вес упаковки:400 г;
(Характеристики товара)Страна происхождения:Австрия;
(Характеристики товара)EAN:9003579309476;
(Характеристики товара)Вес:400 г";"ДИЕТА ДЛЯ СОБАК ПРИ НАРУШЕНИИ ПИЩЕВАРЕНИЯ

ПОКАЗАНИЯ
Острая и хроническая диарея
Хроническое воспаление кишечника
Плохая переваримость и абсорбция питательных веществ
Восстановительный период после болезни
Пролиферация бактерий в тонком кишечнике
Экзокринная недостаточность поджелудочной железы
Колит
Гастрит
Анорексия

ПРОТИВОПОКАЗАНИЯ
Панкреатит (в т. ч. перенесенный ранее)
Гиперлипидемия
Лимфангиэктазия
Печеночная энцефалопатия
Заболевания, при которых рекомендована низкокалорийная диета

ДЛИТЕЛЬНОСТЬ КУРСА ПРИМЕНЕНИЯ
Длительность применения диеты варьируется в зависимости от тяжести симптомов нарушения пищеварения.
Для оптимальной работы пищеварительной системы необходимо соблюдение суточного рациона и увеличение его кратности кормлений в день.
Рекомендуемый суточный рацион при смешанном кормлении (сухой+влажный корм) смотрите в конце данного раздела.

Безопасность пищеварительной системы
Сочетание высококачественных белков с высокой степенью усвояемости, пребиотиков (маннановые олигосахариды), клетчатки и рыбьего жира обеспечивает максимальную безопасность пищеварения.

Высокий уровень энергии
Повышенное содержание энергии соответствует энергетическим потребностям собаки, позволяет ограничить объем корма и снизить нагрузку на желудочно-кишечный тракт, также помогает восстановить вес в период выздоровления.

EPA / DHA
Эйкозапентаеновая и докозагексаеновая кислоты, длинноцепочечные жирные кислоты Омега 3 способствуют поддержанию здоровья пищеварительной системы.

Комплекс антиоксидантов
Комплекс антиоксидантов синергичного действия снижает уровень окислительного стресса и борется со свободными радикалами.

ИНГРЕДИЕНТЫ:
мясо и мясные субпродукты, рыба и рыбные субпродукты, злаки, субпродукты растительного происхождения, масла и жиры, минеральные вещества, дрожжи.

ДОБАВКИ (В 1 КГ):
Питательные добавки: Витамин D3: 380 ME, Железо: 7 мг, Йод: 0,35 мг, Марганец: 2 мг, Цинк: 21 мг.

СОДЕРЖАНИЕ ПИТАТЕЛЬНЫХ ВЕЩЕСТВ:
Белки: 8,5 % - Жиры: 6,5 % - Минеральные вещества: 2 % - Клетчатка пищевая: 1,5 % - Влажность: 75 % - Усвояемая энергия: 1088 ккал/кг - Натрий: 0,09 % - Калий: 0,26 % - Основные жирные кислоты ряда Омега 6: 0,95 % и ряда Омега 3 (EPA/DHA): 0,08 % - Медь: 3 мг/кг.";Зоотовары/Товары для собак/Корма для собак;ROYAL CANIN VET DIET влажный корм Gastro Intestinal для собак с нарушением пищеварения 400 г;ROYAL CANIN VET DIET;;222;/storage/photo/original/d/royal-canin-vet-diet-vlazhnij-korm-gastro-intestinal-dlya-sobak-s-narusheniem-pishevareniya-400-g.jpg
Зоотовары/Товары для собак/Корма для собак;1;620259;"(Характеристики товара)Тип товара:Консервы для собак;
(Характеристики товара)Бренд:ROYAL CANIN VET DIET;
(Характеристики товара)Серия:Gastro Intestinal Low Fat;
(Характеристики товара)Ветеринарные показания и специальные потребности:Нарушение пищеварения;
(Характеристики товара)Возраст питомца:Взрослые;
(Характеристики товара)Форма упаковки:Банка;
(Характеристики товара)Вес упаковки:200 г;
(Характеристики товара)Страна происхождения:Австрия;
(Характеристики товара)EAN:9003579308448;
(Характеристики товара)Вес:200 г";"ДИЕТА С ОГРАНИЧЕННЫМ СОДЕРЖАНИЕМ ЖИРОВ ДЛЯ СОБАК ПРИ НАРУШЕНИИ ПИЩЕВАРЕНИЯ

ПОКАЗАНИЯ
Острая и хроническая диарея
Гиперлипидемия
Острый панкреатит (в т. ч. перенесенный ранее)
Пролиферация бактерий в тонком кишечнике
Лимфангиэктазия – экссудативная энтеропатия
Экзокринная недостаточность поджелудочной железы

ПРОТИВОПОКАЗАНИЯ
Беременность и лактация

ДЛИТЕЛЬНОСТЬ КУРСА ПРИМЕНЕНИЯ
Длительность применения диеты варьируется в зависимости от тяжести симптомов нарушения пищеварения.
Для оптимальной работы пищеварительной системы необходимо соблюдение суточного рациона и увеличение его кратности кормлений в день.
Рекомендуемый суточный рацион при смешанном кормлении (сухой+влажный корм) смотрите в конце данного раздела.

Безопасность пищеварительной системы
Сочетание высококачественных белков с высокой степенью усвояемости пребиотиков (маннановые олигосахариды) и рыбьего жира обеспечивает максимальную безопасность пищеварения.

Пониженное содержание жиров
Низкая концентрация жиров в диете улучшает пищеварительную функцию у собак, страдающих гиперлипидемией или острым панкреатитом.

Баланс клетчатки
Сбалансированное содержание растворимой и нерастворимой клетчатки помогает свести к минимуму процессы чрезмерной ферментации в толстом кишечнике, способствует формированию фекалий оптимальной консистенции.

Комплекс антиоксидантов
Комплекс антиоксидантов синергичного действия снижает уровень окислительного стресса и борется со свободными радикалами.

ИНГРЕДИЕНТЫ:
мясо и мясные субпродукты, злаки, субпродукты растительного происхождения, минеральные вещества, масла и жиры, дрожжи.

ДОБАВКИ (В 1 КГ):
Питательные добавки: Витамин D3: 200 ME, Железо: 8 мг, Йод: 0,15 мг, Марганец: 2,5 мг, Цинк: 24 мг.

СОДЕРЖАНИЕ ПИТАТЕЛЬНЫХ ВЕЩЕСТВ:
Белки: 7,5 % - Жиры: 1,7 % - Минеральные вещества: 1,5 % - Клетчатка пищевая: 1,7 % - Влажность: 74 % - Основные жирные кислоты: 0,3 %, в том числе основные жирные кислоты Омега 3 (EPA/DHA): 0,03 % - Медь: 5 мг/кг.";Зоотовары/Товары для собак/Корма для собак;ROYAL CANIN VET DIET влажный корм Gastro Intestinal Low Fat диета с ограниченным содержанием жиров для собак с нарушением пищеварения 200 г;ROYAL CANIN VET DIET;;127;/storage/photo/original/d/royal-canin-vet-diet-vlazhnij-korm-gastro-intestinal-low-fat-dieta-s-ogranichennim-soderzhaniem-zhirov-dlya-sobak-s-narusheniem-pishevareniya-200-g.jpg
Зоотовары/Товары для собак/Корма для собак;1;620260;"(Характеристики товара)Тип товара:Консервы для собак;
(Характеристики товара)Бренд:ROYAL CANIN VET DIET;
(Характеристики товара)Серия:Gastro Intestinal Low Fat;
(Характеристики товара)Ветеринарные показания и специальные потребности:Нарушение пищеварения;
(Характеристики товара)Возраст питомца:Взрослые;
(Характеристики товара)Форма упаковки:Банка;
(Характеристики товара)Вес упаковки:410 г;
(Характеристики товара)Страна происхождения:Австрия;
(Характеристики товара)EAN:9003579309483;
(Характеристики товара)Вес:410 г";"ДИЕТА С ОГРАНИЧЕННЫМ СОДЕРЖАНИЕМ ЖИРОВ ДЛЯ СОБАК ПРИ НАРУШЕНИИ ПИЩЕВАРЕНИЯ

ПОКАЗАНИЯ
Острая и хроническая диарея
Гиперлипидемия
Острый панкреатит (в т. ч. перенесенный ранее)
Пролиферация бактерий в тонком кишечнике
Лимфангиэктазия – экссудативная энтеропатия
Экзокринная недостаточность поджелудочной железы

ПРОТИВОПОКАЗАНИЯ
Беременность и лактация

ДЛИТЕЛЬНОСТЬ КУРСА ПРИМЕНЕНИЯ
Длительность применения диеты варьируется в зависимости от тяжести симптомов нарушения пищеварения.
Для оптимальной работы пищеварительной системы необходимо соблюдение суточного рациона и увеличение его кратности кормлений в день.
Рекомендуемый суточный рацион при смешанном кормлении (сухой+влажный корм) смотрите в конце данного раздела.

Безопасность пищеварительной системы
Сочетание высококачественных белков с высокой степенью усвояемости пребиотиков (маннановые олигосахариды) и рыбьего жира обеспечивает максимальную безопасность пищеварения.

Пониженное содержание жиров
Низкая концентрация жиров в диете улучшает пищеварительную функцию у собак, страдающих гиперлипидемией или острым панкреатитом.

Баланс клетчатки
Сбалансированное содержание растворимой и нерастворимой клетчатки помогает свести к минимуму процессы чрезмерной ферментации в толстом кишечнике, способствует формированию фекалий оптимальной консистенции.

Комплекс антиоксидантов
Комплекс антиоксидантов синергичного действия снижает уровень окислительного стресса и борется со свободными радикалами.

ИНГРЕДИЕНТЫ:
мясо и мясные субпродукты, злаки, субпродукты растительного происхождения, минеральные вещества, масла и жиры, дрожжи.

ДОБАВКИ (В 1 КГ):
Питательные добавки: Витамин D3: 200 ME, Железо: 8 мг, Йод: 0,15 мг, Марганец: 2,5 мг, Цинк: 24 мг.

СОДЕРЖАНИЕ ПИТАТЕЛЬНЫХ ВЕЩЕСТВ:
Белки: 7,5 % - Жиры: 1,7 % - Минеральные вещества: 1,5 % - Клетчатка пищевая: 1,7 % - Влажность: 74 % - Основные жирные кислоты: 0,3 %, в том числе основные жирные кислоты Омега 3 (EPA/DHA): 0,03 % - Медь: 5 мг/кг.";Зоотовары/Товары для собак/Корма для собак;ROYAL CANIN VET DIET влажный корм Gastro Intestinal Low Fat диета с ограниченным содержанием жиров для собак с нарушением пищеварения 410 г;ROYAL CANIN VET DIET;;222;/storage/photo/original/d/royal-canin-vet-diet-vlazhnij-korm-gastro-intestinal-low-fat-dieta-s-ogranichennim-soderzhaniem-zhirov-dlya-sobak-s-narusheniem-pishevareniya-410-g.jpg
Зоотовары/Товары для собак/Корма для собак;1;620261;"(Характеристики товара)Тип товара:Консервы для собак;
(Характеристики товара)Бренд:ROYAL CANIN VET DIET;
(Характеристики товара)Серия:Hepatic;
(Характеристики товара)Ветеринарные показания и специальные потребности:Болезни печени;
(Характеристики товара)Возраст питомца:Взрослые;
(Характеристики товара)Форма упаковки:Банка;
(Характеристики товара)Вес упаковки:200 г;
(Характеристики товара)Страна происхождения:Австрия;
(Характеристики товара)EAN:9003579308479;
(Характеристики товара)Вес:200 г";"Длительность диетотерапии зависит от вида патологии и способности к регенерации тканей печени. При хронических заболеваниях возникает необходимость применения диеты в течение всей жизни собаки. Животное не должно переедать: распределение рациона на несколько порций способствует снижению нагрузки на печень. Суточную норму кормления рекомендуется разделить не менее чем на две порции. Высокоусвоямые растительные белки (изолят соевого белка) отлично переносятся собаками с печеночной недостаточностью. Низкое содержание меди и повышенное содержание цинка, замедляющего усвоение меди, лимитируют кумулятивный эффект меди в клетках печени и интрацеллюлярное нарушение в случае холестаза. Комплекс антиоксидантов синергичного действия замедляет процесс деградации гепатоцитов (клеток печени). Поставка в организм энергии за счет жиров позволяет избежать избыточного катаболизма белка, снижая, таким образом, риск и скорость развития печеночной энцефалопатии. </p>


Ингредиенты:  Рис, кукуруза, животные жиры, изолят белка сои*, гидролизат белков животного происхождения, свекольный жом, минеральные вещества, соевое масло, растительная клетчатка, рыбий жир, фруктоолигосахариды, экстракт бархатцев прямостоячих (источник лютеина).

Добавки в 1 кг:   Витамин A: 11600 ME, Витамин D3: 1000 ME, Железо: 115 мг, Йод: 4,3 мг, Марганец: 53 мг, Цинк: 212 мг, Ceлeн: 0,38 мг - Консервант: сорбат калия - Антиокислители: пропилгаллат, БГА.

Содержание питательных веществ:   Белки: 16 % - Жиры: 16 % - Минеральные вещества: 4,7 % - Клетчатка пищевая: 2 % - Основные жирные кислоты: 43 г/кг - Медь (всего): 5 мг/кг - Натрий: 0,2 % - Калий: 0,9 % - Усвояемая энергия: 4043 ккал/кг.";Зоотовары/Товары для собак/Корма для собак;ROYAL CANIN VET DIET влажный корм Hepatic HF16 для собак при заболеваниях печени 200 г;ROYAL CANIN VET DIET;;127;/storage/photo/original/d/royal-canin-vet-diet-vlazhnij-korm-hepatic-hf16-dlya-sobak-pri-zabolevaniyah-pecheni-200-g.jpg
Зоотовары/Товары для собак/Корма для собак;1;620262;"(Характеристики товара)Тип товара:Консервы для собак;
(Характеристики товара)Бренд:ROYAL CANIN VET DIET;
(Характеристики товара)Серия:Hypoallergenic;
(Характеристики товара)Ветеринарные показания и специальные потребности:Пищевая аллергия/ Непереносимость;
(Характеристики товара)Возраст питомца:Взрослые;
(Характеристики товара)Форма упаковки:Банка;
(Характеристики товара)Вес упаковки:200 г;
(Характеристики товара)Страна происхождения:Австрия;
(Характеристики товара)EAN:9003579311615;
(Характеристики товара)Вес:200 г";"Влажный корм Hypoallergenic содержит гидролизированный соевый белок, как и гамма сухих продуктов Hypoallergenic, что позволяет комбинировать сухой и влажный рационы, либо использовать каждый вид отдельно, учитывая физиологические потребности и пищевые предпочтения собак. Если предполагается аллергия алиментарной природы или непереносимость корма, гипоаллергенное питание назначается для применения на протяжении всей жизни животного. На данный корм можно переводить животное сразу, без постепенного перехода. Гидролизат соевого белка, состоящий из пептидов с небольшой молекулярной массой, обладает высокой усвояемостью и гипоаллергенным действием. Сочетание инозитола, пантотеновой кислоты, ниацина, холина, гистидина усиливает защитные функции кожи и предотвращает ее излишнюю сухость. Комплекс антиоксидантов синергичного действия уменьшает окислительный стресс и помогает нейтрализовать свободные радикалы. Линолевая, эйкозапентаеновая (EPA) и докозагексаеновая (DHA), жирные кислоты, входящие в состав корма, помогают регулировать кожные реакции и поддерживают кожу в здоровом состоянии. </p>


Ингредиенты:   Субпродукты растительного происхождения (гороховый крахмал), экстракты белков растительного происхождения (гидролизат соевого белка), масла и жиры, минеральные вещества, мясо и мясные субпродукты (гидролизат печени птицы), углеводы.

Добавки в 1 кг:   Витамин A: 5000 ME, Витамин D3: 340 ME, Железо: 25 мг, Йод: 2 мг, Марганец: 32 мг, Цинк: 120 мг - Технологические добавки: Триполифосфат натрия: 3 г.

Содержание питательных веществ:   Белки: 6 % - Жиры: 3,5 % - Минеральные вещества: 1,6 % - Клетчатка пищевая: 2 % - Влажность: 74,5 % - Основные жирные кислоты ряда Омега 3: 0,3 % и Омега 6: 1,7 % - Медь: 6 мг/кг.";Зоотовары/Товары для собак/Корма для собак;ROYAL CANIN VET DIET влажный корм Hypoallergenic для собак при пищевой аллергии или непереносимости 200 г;ROYAL CANIN VET DIET;;127;/storage/photo/original/d/royal-canin-vet-diet-vlazhnij-korm-hypoallergenic-dlya-sobak-pri-pishevoj-allergii-ili-neperenosimosti-200-g.jpg
Зоотовары/Товары для собак/Корма для собак;1;620263;"(Характеристики товара)Тип товара:Консервы для собак;
(Характеристики товара)Бренд:ROYAL CANIN VET DIET;
(Характеристики товара)Серия:Hypoallergenic;
(Характеристики товара)Ветеринарные показания и специальные потребности:Пищевая аллергия/ Непереносимость;
(Характеристики товара)Возраст питомца:Взрослые;
(Характеристики товара)Форма упаковки:Банка;
(Характеристики товара)Вес упаковки:400 г;
(Характеристики товара)Страна происхождения:Австрия;
(Характеристики товара)EAN:9003579311004;
(Характеристики товара)Вес:400 г";"Влажный корм Hypoallergenic содержит гидролизированный соевый белок, как и гамма сухих продуктов Hypoallergenic, что позволяет комбинировать сухой и влажный рационы, либо использовать каждый вид отдельно, учитывая физиологические потребности и пищевые предпочтения собак. Если предполагается аллергия алиментарной природы или непереносимость корма, гипоаллергенное питание назначается для применения на протяжении всей жизни животного. На данный корм можно переводить животное сразу, без постепенного перехода. Гидролизат соевого белка, состоящий из пептидов с небольшой молекулярной массой, обладает высокой усвояемостью и гипоаллергенным действием. Сочетание инозитола, пантотеновой кислоты, ниацина, холина, гистидина усиливает защитные функции кожи и предотвращает ее излишнюю сухость. Комплекс антиоксидантов синергичного действия уменьшает окислительный стресс и помогает нейтрализовать свободные радикалы. Линолевая, эйкозапентаеновая (EPA) и докозагексаеновая (DHA), жирные кислоты, входящие в состав корма, помогают регулировать кожные реакции и поддерживают кожу в здоровом состоянии. </p>


Ингредиенты:   Субпродукты растительного происхождения (гороховый крахмал), экстракты белков растительного происхождения (гидролизат соевого белка), масла и жиры, минеральные вещества, мясо и мясные субпродукты (гидролизат печени птицы), углеводы.

Добавки в 1 кг:   Витамин A: 5000 ME, Витамин D3: 340 ME, Железо: 25 мг, Йод: 2 мг, Марганец: 32 мг, Цинк: 120 мг - Технологические добавки: Триполифосфат натрия: 3 г.

Содержание питательных веществ:   Белки: 6 % - Жиры: 3,5 % - Минеральные вещества: 1,6 % - Клетчатка пищевая: 2 % - Влажность: 74,5 % - Основные жирные кислоты ряда Омега 3: 0,3 % и Омега 6: 1,7 % - Медь: 6 мг/кг.";Зоотовары/Товары для собак/Корма для собак;ROYAL CANIN VET DIET влажный корм Hypoallergenic для собак при пищевой аллергии или непереносимости 400 г;ROYAL CANIN VET DIET;;222;/storage/photo/original/d/royal-canin-vet-diet-vlazhnij-korm-hypoallergenic-dlya-sobak-pri-pishevoj-allergii-ili-neperenosimosti-400-g.jpg
Зоотовары/Товары для собак/Корма для собак;1;620264;"(Характеристики товара)Тип товара:Консервы для собак;
(Характеристики товара)Бренд:ROYAL CANIN VET DIET;
(Характеристики товара)Серия:Recovery;
(Характеристики товара)Ветеринарные показания и специальные потребности:Восстановление после болезни;
(Характеристики товара)Возраст питомца:Взрослые;
(Характеристики товара)Форма упаковки:Банка;
(Характеристики товара)Вес упаковки:195 г;
(Характеристики товара)Страна происхождения:Австрия;
(Характеристики товара)EAN:9003579307717;
(Характеристики товара)Вес:195 г";"Высокое содержание энергии в диете Recovery помогает компенсировать уменьшение объема потребляемого корма у привередливых в еде животных. Консистенция корма позволяет легко вводить его шприцем или с помощью зонда. У собак и кошек, находящихся в стационаре, нередко наблюдают снижение аппетита и потерю массы тела. Диета обладает высокой вкусовой привлекательностью, благодаря чему животные охотно ее поедают. Комплекс антиоксидантов синергичного действия (витамины Е и С, таурин, лютеин) помогает противостоять повреждению клеток под действием окислительного стресса и способствует укреплению иммунной системы. </p>


Ингредиенты:  М ясо и мясные субпродукты, злаки, субпродукты растительного происхождения, масла и жиры, молоко и продукты его переработки, минеральные вещества, яйца и яйцепродукты, дрожжи, углеводы.

Добавки в 1 кг:   Витамин D3: 300 ME, Железо: 15 мг, Йод: 0,16 мг, Марганец: 4,5 мг, Цинк: 47 мг.

Содержание питательных веществ:  Белки: 14 % - Жиры: 6,2 % - Минеральные вещества: 1,7 % - Клетчатка пищевая: 2 % - Влажность: 72,5 % - Усвояемая энергия: Собака: 1160 ккал/кг, Кошка: 1200 ккал/кг - Основные жирные кислоты: 1,8 % - EPA/DHA: 0,45 % - Медь: 5 мг/кг.";Зоотовары/Товары для собак/Корма для собак;ROYAL CANIN VET DIET влажный корм Recovery Canine Feline для кошек и собак в период восстановления после болезни 195 г;ROYAL CANIN VET DIET;;117;/storage/photo/original/d/royal-canin-vet-diet-vlazhnij-korm-recovery-canine-feline-dlya-koshek-i-sobak-v-period-vosstanovleniya-posle-bolezni-195-g.jpg
Зоотовары/Товары для собак/Корма для собак;1;620265;"(Характеристики товара)Тип товара:Консервы для собак;
(Характеристики товара)Бренд:ROYAL CANIN VET DIET;
(Характеристики товара)Серия:Renal;
(Характеристики товара)Ветеринарные показания и специальные потребности:Почечная недостаточность;
(Характеристики товара)Возраст питомца:Взрослые;
(Характеристики товара)Форма упаковки:Банка;
(Характеристики товара)Вес упаковки:410 г;
(Характеристики товара)Страна происхождения:Австрия;
(Характеристики товара)EAN:9003579000748;
(Характеристики товара)Вес:410 г";"ДИЕТА ДЛЯ СОБАК ПРИ ПОЧЕЧНОЙ НЕДОСТАТОЧНОСТИ

Показания:
Хроническая почечная недостаточность (ХПН)

Противопоказания:
Беременность, лактация, рост
Панкреатит (в т. ч. перенесенный ранее
Гиперлипидемия
Длительность курса применения:

Диетотерапия назначается при хронической почечной недостаточности у собак, в том числе на ранней стадии, и проводится на протяжении всей жизни животного. Рекомендуется регулярно проводить обследование у ветеринарного врача.

Суточную норму кормления рекомендуется разделить на две порции.

Диетологическое лечение ХПН
Формула продуктов специально разработана для поддержания почечной функции при ХПН. Продукты отличаются низким содержанием фосфора, содержат комплекс антиоксидантов, жирные кислоты ЕРА и DHA. При ХПН почки теряют способность надлежащим образом выводить фосфор. Низкое содержание фосфора в продукте способствует замедлению развития болезни. При кормлении диетическим кормом с адаптированным содержанием рыбьего жира (источника незаменимых жирных кислот ЕРА и DHA) повышается скорость клубочковой фильтрации.

Снижение нагрузки на почки
Чрезмерная нагрузка на почки может провоцировать уремический криз. Высокое качество и адаптированное содержание белков способствуют снижению нагрузки на почки. Если содержание белка в рационе значительно превышает минимальные потребности, при сниженной экскреторной функции почек продукты распада азота накапливаются в биологических жидкостях.

Метаболическое равновесие
ХПН может привести к метаболическому ацидозу, поэтому в состав продуктов входят подщелачивающие вещества. Почки играют важнейшую роль в поддержании кислотно-щелочного баланса. При нарушенной функции почек их способность к выведению ионов водорода и реабсорбции ионов бикарбоната снижена, в связи с чем высок риск метаболического ацидоза.

Вкусовые предпочтения
Специально разработанный ароматический профиль помогает удовлетворить особые вкусовые предпочтения собаки. Симптомы потери аппетита, отвращения к корму, анорексии довольно часто наблюдаются у животных с ХПН.

ИНГРЕДИЕНТЫ:
мясо и мясные субпродукты (свинина, курица), злаки, масла и жиры, минеральные вещества, субпродукты растительного происхождения, источники углеводов.

ДОБАВКИ (В 1 КГ):
Питательные добавки: Витамин D3: 265 ME, Железо: 14 мг, Йод: 0,53 мг, Марганец: 4,3 мг, Цинк: 43 мг - Технологические добавки: Камедь кассии: 4 г, Клиноптилолит осадочного происхождения: 0,4 г.

СОДЕРЖАНИЕ ПИТАТЕЛЬНЫХ ВЕЩЕСТВ:
Белки: 5,4 % - Жиры: 9 % - Минеральные вещества: 1,3 % - Клетчатка пищевая: 1,2 % - Влажность: 66 % - Кальций: 0,17 % - Фосфор: 0,11 % - Калий: 0,22 % - Натрий: 0,08 % - Незаменимые жирные кислоты: 3 % - EPA и DHA: 0,15 % - Медь: 5 мг/кг - Вещества, защелачивающие мочу: кальция карбонат, цитрат калия.";Зоотовары/Товары для собак/Корма для собак;ROYAL CANIN VET DIET влажный корм Renal (банка) для собак с хронической почечной недостаточностью 410 г;ROYAL CANIN VET DIET;;222;/storage/photo/original/d/royal-canin-vet-diet-vlazhnij-korm-renal-banka-dlya-sobak-s-hronicheskoj-pochechnoj-nedostatochnostyu-410-g.jpg
