"";"Цена_Зачеркнутая";"Цена_Трансазия";"Цена_Розничная";"Цена_Трансазия_от 3 шт.";"Минимальное количество"
"340218";"";"98";"122";"";"1"
"610020";"60";"42";"52";"";"1"
"610012";"116";"97";"121";"";"1"
"620498";"";"101";"126";"";"1"
"610468";"";"141";"176";"";"1"
"610481";"";"101";"126";"";"1"
"610556";"";"50";"62";"";"1"
"610477";"";"26";"32";"";"1"
"610478";"";"26";"32";"";"1"
"610482";"";"50";"62";"";"1"
"610479";"";"50";"62";"";"1"
"610484";"";"50";"62";"";"1"
"610483";"";"50";"62";"";"1"
"610488";"";"41";"51";"";"1"
"610534";"294";"195";"244";"";"1"
"610528";"";"484";"605";"";"1"
"610487";"";"41";"51";"";"1"
"610486";"";"41";"51";"";"1"
"610485";"";"41";"51";"";"1"
"620569";"111";"87";"109";"";"1"
"610506";"302";"191";"239";"";"1"
"610504";"395";"198";"248";"";"1"
"610520";"411";"289";"361";"";"1"
"610533";"94";"73";"91";"";"1"
"610525";"152";"99";"124";"";"1"
"610526";"228";"145";"181";"";"1"
"610529";"280";"179";"224";"";"1"
"610527";"";"228";"285";"";"1"
"610494";"105";"82";"102";"";"1"
"610496";"";"88";"110";"";"1"
"610495";"114";"99";"124";"";"1"
"610490";"";"97";"121";"";"1"
"610501";"";"917";"1146";"889";"1"
"610502";"";"2115";"2644";"2052";"1"
"610498";"";"246";"308";"";"1"
"610499";"";"428";"535";"";"1"
"610497";"";"833";"1041";"808";"1"
"610500";"";"706";"882";"685";"1"
"610508";"317";"249";"311";"";"1"
"610509";"";"1110";"1388";"1077";"1"
"610516";"1110";"869";"1086";"843";"1"
"610519";"446";"352";"440";"";"1"
"610174";"76";"67";"84";"";"1"
"610510";"279";"219";"274";"";"1"
"610511";"";"2535";"3169";"2459";"1"
"610384";"";"19";"24";"";"1"
"620482";"304";"180";"225";"";"1"
"610533";"";"";" ";"";"1"
"610159";"304";"269";"336";"";"1"
"610158";"1005";"599";"749";"";"1"
"610178";"63";"51";"64";"";"1"
"620465";"274";"180";"225";"";"1"
"610137";"4649";"2639";"3299";"";"1"
"610177";"76";"63";"79";"";"1"
"610160";"1044";"679";"849";"";"1"
"610164";"1225";"1149";"1436";"";"1"
"610167";"1165";"1099";"1374";"";"1"
"610170";"1303";"1180";"1475";"";"1"
"620464";"304";"197";"246";"";"1"
"610179";"63";"51";"64";"";"1"
"610171";"137";"115";"144";"";"1"
"610169";"1244";"1079";"1349";"";"1"
"620484";"293";"189";"236";"";"1"
"610172";"137";"115";"144";"";"1"
"610134";"";"24";"30";"";"1"
"610133";"";"24";"30";"";"1"
"610130";"90";"76";"95";"";"1"
"610131";"269";"228";"285";"";"1"
"610128";"90";"76";"95";"";"1"
"610276";"";"1448";"1810";"1405";"1"
"610340";"";"5404";"6755";"5242";"1"
"610129";"269";"228";"285";"";"1"
"610281";"";"4049";"5061";"3928";"1"
"610277";"301";"255";"319";"";"1"
"620567";"";"1478";"1848";"1434";"1"
"620491";"";"341";"426";"";"1"
"610338";"";"1142";"1428";"1108";"1"
"610111";"1310";"1157";"1446";"1122";"1"
"620430";"";"357";"446";"";"1"
"610149";"884";"563";"704";"546";"1"
"610113";"1389";"1179";"1474";"1144";"1"
"610031";"1015";"809";"1011";"785";"1"
"620568";"";"1232";"1540";"1195";"1"
"610042";"106";"74";"92";"";"1"
"620469";"287";"225";"281";"";"1"
"610036";"106";"70";"88";"";"1"
"610044";"92";"72";"90";"";"1"
"610040";"101";"64";"80";"";"1"
"610039";"102";"75";"94";"";"1"
"610045";"77";"31";"39";"";"1"
"610047";"91";"65";"81";"";"1"
"610048";"77";"55";"69";"";"1"
"610049";"91";"36";"45";"";"1"
"610051";"55";"49";"61";"";"1"
"610059";"55";"36";"45";"";"1"
"610062";"48";"29";"36";"";"1"
"610065";"267";"199";"249";"";"1"
"610063";"55";"35";"44";"";"1"
"610070";"1893";"1299";"1624";"";"1"
"620437";"310";"227";"284";"";"1"
"610074";"4667";"3125";"3906";"";"1"
"610072";"1893";"1332";"1665";"";"1"
"610076";"1633";"928";"1160";"";"1"
"610079";"3405";"1195";"1494";"";"1"
"620481";"365";"252";"315";"";"1"
"610077";"1423";"1029";"1286";"";"1"
"610085";"1325";"670";"838";"";"1"
"610087";"1368";"1129";"1411";"";"1"
"610096";"2351";"1799";"2249";"";"1"
"610091";"1344";"1090";"1362";"";"1"
"610093";"349";"240";"300";"";"1"
"610097";"1034";"527";"659";"";"1"
"620438";"378";"200";"250";"";"1"
"610100";"5261";"3859";"4824";"";"1"
"610101";"1216";"841";"1051";"";"1"
"620432";"283";"187";"234";"";"1"
"610425";"";"287";"359";"";"1"
"610110";"";"71";"89";"";"1"
"610104";"4472";"3909";"4886";"";"1"
"610109";"71";"51";"64";"";"1"
"620442";"";"123";"154";"";"1"
"610427";"275";"253";"316";"";"1"
"620441";"";"128";"160";"";"1"
"620440";"55";"50";"62";"";"1"
"620443";"55";"50";"62";"";"1"
"610542";"";"275";"344";"";"1"
"620445";"";"56";"70";"";"1"
"620444";"";"129";"161";"";"1"
"610426";"";"275";"344";"";"1"
"610119";"";"1947";"2434";"1889";"1"
"620439";"55";"50";"62";"";"1"
"610120";"";"1960";"2450";"1901";"1"
"610357";"";"14";"18";"";"1"
"610121";"";"1958";"2448";"1899";"1"
"610355";"";"14";"18";"";"1"
"610358";"";"14";"18";"";"1"
"610356";"";"14";"18";"";"1"
"610353";"";"14";"18";"";"1"
"610352";"";"14";"18";"";"1"
"610354";"";"14";"18";"";"1"
"610435";"90";"76";"95";"";"1"
"610436";"269";"228";"285";"";"1"
"610361";"";"32";"40";"";"1"
"610362";"";"32";"40";"";"1"
"610360";"";"32";"40";"";"1"
"610437";"";"67";"84";"";"1"
"610439";"";"365";"456";"";"1"
"620566";"";"201";"251";"";"1"
"610438";"";"201";"251";"";"1"
"610446";"";"365";"456";"";"1"
"610440";"";"67";"84";"";"1"
"620450";"";"201";"251";"";"1"
"610443";"";"67";"84";"";"1"
"610363";"";"32";"40";"";"1"
"610445";"";"201";"251";"";"1"
"610444";"";"201";"251";"";"1"
"610132";"";"365";"456";"";"1"
"620446";"";"201";"251";"";"1"
"620447";"";"67";"84";"";"1"
"610544";"";"365";"456";"";"1"
"610448";"";"67";"84";"";"1"
"620449";"";"201";"251";"";"1"
"620448";"";"201";"251";"";"1"
"610365";"";"24";"30";"";"1"
"610367";"";"24";"30";"";"1"
"610364";"";"24";"30";"";"1"
"610369";"";"24";"30";"";"1"
"610368";"";"24";"30";"";"1"
"620458";"";"573";"716";"";"1"
"610366";"";"24";"30";"";"1"
"610322";"";"2346";"2932";"2276";"1"
"610182";"";"2377";"2971";"2306";"1"
"610181";"";"1237";"1546";"1200";"1"
"620455";"";"338";"422";"";"1"
"610341";"";"72";"90";"";"12"
"610184";"";"928";"1160";"900";"1"
"610185";"";"2079";"2599";"2017";"1"
"610282";"";"2139";"2674";"2075";"1"
"620463";"";"278";"348";"";"1"
"620493";"";"314";"392";"";"1"
"620494";"";"1368";"1710";"1327";"1"
"620406";"341";"289";"361";"";"1"
"610261";"6766";"6419";"8024";"6226";"1"
"610262";"1478";"1408";"1760";"1366";"1"
"620413";"";"341";"426";"";"1"
"610190";"";"2786";"3482";"2702";"1"
"610283";"";"1949";"2436";"1891";"1"
"610188";"";"6659";"8324";"6459";"1"
"620462";"";"448";"560";"";"1"
"610189";"";"1448";"1810";"1405";"1"
"610193";"";"1515";"1894";"1470";"1"
"620460";"";"581";"726";"";"1"
"610192";"";"7003";"8754";"6793";"1"
"610286";"";"1399";"1749";"1357";"1"
"620409";"";"339";"424";"";"1"
"620401";"";"2529";"3161";"2453";"1"
"620456";"";"468";"585";"";"1"
"610288";"";"1965";"2456";"1906";"1"
"610196";"";"1118";"1398";"1084";"1"
"620407";"";"273";"341";"";"1"
"620467";"";"429";"536";"";"1"
"610195";"";"7809";"9761";"7575";"1"
"610197";"";"2192";"2740";"2126";"1"
"620459";"";"454";"568";"";"1"
"610292";"";"1913";"2391";"1856";"1"
"620408";"";"273";"341";"";"1"
"610199";"";"6939";"8674";"6731";"1"
"610290";"";"1819";"2274";"1764";"1"
"610200";"";"1478";"1848";"1434";"1"
"620411";"";"339";"424";"";"1"
"610203";"";"1505";"1881";"1460";"1"
"610550";"";"1026";"1282";"995";"1"
"610202";"";"7004";"8755";"6794";"1"
"620410";"";"348";"435";"";"1"
"610549";"";"2587";"3234";"2509";"1"
"620424";"311";"269";"336";"";"1"
"610211";"";"1352";"1690";"1311";"1"
"610210";"";"2289";"2861";"2220";"1"
"620485";"";"314";"392";"";"1"
"620468";"";"311";"389";"";"1"
"610548";"";"6118";"7648";"5934";"1"
"610213";"";"6210";"7762";"6024";"1"
"620423";"";"309";"386";"";"1"
"610214";"";"1368";"1710";"1327";"1"
"620473";"";"301";"376";"";"1"
"610259";"2522";"2308";"2885";"2239";"1"
"620471";"";"301";"376";"";"1"
"610257";"6026";"5119";"6399";"4965";"1"
"610258";"1321";"1219";"1524";"1182";"1"
"610265";"";"6628";"8285";"6429";"1"
"610270";"";"6659";"8324";"6459";"1"
"610267";"";"3006";"3758";"2916";"1"
"620415";"341";"317";"396";"";"1"
"610266";"1478";"1353";"1691";"1312";"1"
"620416";"";"326";"408";"";"1"
"610274";"";"1266";"1582";"1228";"1"
"610271";"1478";"1326";"1658";"1286";"1"
"620431";"";"301";"376";"";"1"
"610216";"6906";"5975";"7469";"5796";"1"
"610217";"";"1496";"1870";"1451";"1"
"610219";"";"6659";"8324";"6459";"1"
"610299";"";"1931";"2414";"1873";"1"
"610220";"";"1448";"1810";"1405";"1"
"620412";"";"341";"426";"";"1"
"610221";"";"2848";"3560";"2763";"1"
"620453";"";"589";"736";"";"1"
"620414";"";"341";"426";"";"1"
"620402";"";"348";"435";"";"1"
"620470";"";"296";"370";"";"1"
"620474";"";"97";"121";"";"1"
"610205";"1321";"1237";"1546";"1200";"1"
"620421";"";"327";"409";"";"1"
"610224";"";"5421";"6776";"5258";"1"
"610302";"";"1075";"1344";"1043";"1"
"610206";"2522";"2395";"2994";"2323";"1"
"610330";"";"6219";"7774";"6032";"1"
"620429";"";"348";"435";"";"1"
"610332";"";"2284";"2855";"2215";"1"
"610331";"";"1049";"1311";"1018";"1"
"610225";"";"6221";"7776";"6034";"1"
"610226";"";"1352";"1690";"1311";"1"
"620419";"";"309";"386";"";"1"
"610228";"";"334";"418";"";"1"
"610229";"6766";"6069";"7586";"5887";"1"
"610230";"";"1448";"1810";"1405";"1"
"610233";"";"1368";"1710";"1327";"1"
"610231";"";"2786";"3482";"2702";"1"
"610237";"";"2072";"2590";"2010";"1"
"610309";"";"1954";"2442";"1895";"1"
"610306";"";"1918";"2398";"1860";"1"
"620436";"";"573";"716";"";"1"
"610311";"";"1917";"2396";"1859";"1"
"610307";"";"3391";"4239";"3289";"1"
"620422";"";"314";"392";"";"1"
"610236";"";"4837";"6046";"4692";"1"
"620418";"";"314";"392";"";"1"
"610239";"";"1359";"1699";"1318";"1"
"610313";"";"1398";"1748";"1356";"1"
"610314";"";"6199";"7749";"6013";"1"
"610315";"";"1093";"1366";"1060";"1"
"610238";"";"6309";"7886";"6120";"1"
"620420";"";"311";"389";"";"1"
"620425";"";"339";"424";"";"1"
"610317";"";"1085";"1356";"1052";"1"
"610240";"";"2623";"3279";"2544";"1"
"620435";"";"337";"421";"";"1"
"620490";"";"345";"431";"";"1"
"620404";"";"278";"348";"";"1"
"610243";"";"1209";"1511";"1173";"1"
"610303";"";"2359";"2949";"2288";"1"
"620403";"";"278";"348";"";"1"
"610335";"";"1048";"1310";"1017";"1"
"620454";"";"334";"418";"";"1"
"610336";"";"2359";"2949";"2288";"1"
"610249";"";"1448";"1810";"1405";"1"
"620405";"";"334";"418";"";"1"
"610242";"8444";"7577";"9471";"7350";"1"
"610244";"";"2326";"2908";"2256";"1"
"610248";"6766";"6069";"7586";"5887";"1"
"620427";"284";"265";"331";"";"1"
"610255";"";"1515";"1894";"1470";"1"
"620426";"";"284";"355";"";"1"
"620496";"";"2893";"3616";"2806";"1"
"610252";"";"1209";"1511";"1173";"1"
"620497";"";"339";"424";"";"1"
"620433";"";"398";"498";"";"1"
"610324";"";"1218";"1522";"1181";"1"
"610253";"";"2326";"2908";"2256";"1"
"610251";"";"5539";"6924";"5373";"1"
"610325";"";"2649";"3311";"2570";"1"
"610296";"2469";"2338";"2922";"2268";"1"
"610327";"5211";"4798";"5998";"4654";"1"
"620417";"";"334";"418";"";"1"
"610301";"";"6359";"7949";"6168";"1"
"620541";"";"72";"90";"";"12"
"610343";"";"72";"90";"";"12"
"620457";"";"589";"736";"";"1"
"610294";"";"1957";"2446";"1898";"1"
"610319";"1490";"1347";"1684";"1307";"1"
"610344";"";"72";"90";"";"12"
"620451";"";"476";"595";"";"1"
"610345";"";"72";"90";"";"12"
"620461";"";"284";"355";"";"1"
"610346";"";"58";"72";"";"12"
"610342";"";"72";"90";"";"12"
"620472";"58";"51";"64";"";"12"
"610547";"";"232";"290";"";"1"
"610347";"";"115";"144";"";"1"
"620540";"";"117";"146";"";"1"
"620546";"";"72";"90";"";"12"
"610350";"";"58";"72";"";"12"
"610232";"";"6221";"7776";"6034";"1"
"620434";"";"3760";"4700";"3647";"1"
"620492";"";"2587";"3234";"2509";"1"
"610348";"";"58";"72";"";"12"
"610234";"";"2623";"3279";"2544";"1"
"610377";"";"39";"49";"";"1"
"610378";"";"39";"49";"";"1"
"610373";"";"28";"35";"";"1"
"610382";"";"39";"49";"";"1"
"610380";"";"39";"49";"";"1"
"610379";"";"39";"49";"";"1"
"610370";"89";"75";"94";"";"1"
"610375";"";"28";"35";"";"1"
"610387";"";"28";"35";"";"1"
"610376";"";"28";"35";"";"1"
"610374";"";"28";"35";"";"1"
"610372";"83";"70";"88";"";"1"
"610389";"";"28";"35";"";"1"
"610397";"";"28";"35";"";"1"
"610392";"";"28";"35";"";"1"
"610388";"";"28";"35";"";"1"
"610395";"";"28";"35";"";"1"
"610396";"";"28";"35";"";"1"
"610393";"";"28";"35";"";"1"
"610390";"";"28";"35";"";"1"
"610394";"";"28";"35";"";"1"
"610391";"";"28";"35";"";"1"
"610385";"";"19";"24";"";"1"
"610383";"";"19";"24";"";"1"
"610371";"89";"75";"94";"";"1"
"610551";"83";"70";"88";"";"1"
"610386";"";"19";"24";"";"1"
"610398";"";"21";"26";"";"1"
"610552";"428";"404";"505";"";"1"
"610465";"";"418";"522";"";"1"
"610553";"";"428";"535";"";"1"
"610554";"428";"396";"495";"";"1"
"620479";"85";"78";"98";"";"1"
"610458";"428";"396";"495";"";"1"
"620476";"85";"80";"100";"";"1"
"620478";"184";"169";"211";"";"1"
"620480";"85";"80";"100";"";"1"
"610455";"";"88";"110";"";"1"
"610459";"1042";"986";"1232";"956";"1"
"610555";"428";"396";"495";"";"1"
"620565";"";"85";"106";"";"1"
"610460";"1042";"986";"1232";"956";"1"
"610461";"1042";"986";"1232";"956";"1"
"620475";"";"188";"235";"";"1"
"610424";"";"21";"26";"";"1"
"610454";"";"1042";"1302";"1011";"1"
"610409";"";"21";"26";"";"1"
"610423";"";"21";"26";"";"1"
"610410";"";"21";"26";"";"1"
"610419";"";"21";"26";"";"1"
"610420";"";"21";"26";"";"1"
"610411";"";"21";"26";"";"1"
"610422";"";"21";"26";"";"1"
"610421";"";"21";"26";"";"1"
"610412";"";"21";"26";"";"1"
"610413";"";"21";"26";"";"1"
"610404";"";"21";"26";"";"1"
"610407";"";"21";"26";"";"1"
"610399";"";"21";"26";"";"1"
"610414";"";"21";"26";"";"1"
"610400";"";"21";"26";"";"1"
"610405";"";"21";"26";"";"1"
"610401";"";"21";"26";"";"1"
"610403";"";"21";"26";"";"1"
"610416";"";"21";"26";"";"1"
"610406";"";"21";"26";"";"1"
"610415";"";"21";"26";"";"1"
"610402";"";"21";"26";"";"1"
"610536";"157";"123";"154";"";"1"
"610027";"271";"258";"322";"";"1"
"620501";"";"236";"295";"";"1"
"620500";"";"288";"360";"";"1"
"620013";"85";"70";"88";"";"1"
"620570";"";"141";"176";"";"1"
"620011";"84";"69";"86";"";"1"
"620503";"";"351";"439";"";"1"
"620352";"";"94";"118";"";"1"
"620350";"";"94";"118";"";"1"
"620354";"";"94";"118";"";"1"
"620353";"";"90";"112";"";"1"
"620346";"162";"70";"88";"";"1"
"620351";"";"94";"118";"";"1"
"620576";"178";"138";"172";"";"1"
"620349";"196";"165";"206";"";"1"
"620347";"117";"97";"121";"";"1"
"620343";"417";"262";"328";"";"1"
"620348";"117";"97";"121";"";"1"
"620336";"354";"222";"278";"";"1"
"620338";"221";"158";"198";"";"1"
"620340";"431";"356";"445";"";"1"
"620364";"";"45";"56";"";"1"
"620361";"";"151";"189";"";"1"
"620366";"";"181";"226";"";"1"
"620365";"";"106";"132";"";"1"
"620359";"";"67";"84";"";"1"
"620356";"";"50";"62";"";"1"
"620521";"";"50";"62";"";"1"
"620074";"3738";"2668";"3335";"";"1"
"620090";"1247";"1169";"1461";"";"1"
"620081";"1289";"869";"1086";"";"1"
"620510";"383";"179";"224";"";"1"
"620509";"383";"149";"186";"";"1"
"620087";"1309";"1169";"1461";"";"1"
"620092";"1225";"999";"1249";"";"1"
"620082";"2494";"2139";"2674";"";"1"
"620093";"3232";"2929";"3661";"";"1"
"620084";"2631";"1834";"2292";"";"1"
"620070";"";"18";"22";"";"1"
"620095";"218";"75";"94";"";"1"
"620065";"593";"504";"630";"";"1"
"620071";"";"18";"22";"";"1"
"620083";"1309";"928";"1160";"";"1"
"620513";"239";"203";"254";"";"1"
"620514";"239";"203";"254";"";"1"
"620069";"166";"141";"176";"";"1"
"620192";"";"2540";"3175";"2464";"1"
"620140";"";"2334";"2918";"2264";"1"
"620246";"";"1182";"1478";"1147";"1"
"620171";"";"1365";"1706";"1324";"1"
"620573";"";"1364";"1705";"1323";"1"
"620184";"";"957";"1196";"928";"1"
"620170";"";"5734";"7168";"5562";"1"
"620234";"";"1927";"2409";"1869";"1"
"620233";"";"1004";"1255";"974";"1"
"620097";"";"1452";"1815";"1408";"1"
"620572";"";"5514";"6892";"5349";"1"
"620164";"";"1151";"1439";"1116";"1"
"620118";"";"428";"535";"";"1"
"620056";"532";"209";"261";"";"1"
"620526";"";"204";"255";"";"1"
"620055";"527";"479";"599";"";"1"
"620017";"1352";"844";"1055";"819";"1"
"620575";"";"957";"1196";"928";"1"
"620117";"";"1195";"1494";"1159";"1"
"620525";"";"204";"255";"";"1"
"620061";"1707";"638";"798";"619";"1"
"620574";"";"1365";"1706";"1324";"1"
"620033";"114";"93";"116";"";"1"
"620383";"124";"79";"99";"";"1"
"620286";"";"60";"75";"";"1"
"620287";"";"60";"75";"";"1"
"620292";"";"28";"35";"";"1"
"620293";"";"28";"35";"";"1"
"620289";"";"28";"35";"";"1"
"620290";"";"28";"35";"";"1"
"620036";"";"28";"35";"";"1"
"620291";"";"28";"35";"";"1"
"620288";"";"28";"35";"";"1"
"620035";"";"28";"35";"";"1"
"620309";"";"1327";"1659";"1287";"1"
"620311";"256";"239";"299";"";"1"
"620507";"";"68";"85";"";"1"
"620308";"";"1328";"1660";"1288";"1"
"620312";"";"267";"334";"";"1"
"620506";"";"67";"84";"";"1"
"620294";"";"14";"18";"";"1"
"620310";"";"1272";"1590";"1234";"1"
"620296";"";"14";"18";"";"1"
"620046";"5501";"3966";"4958";"";"1"
"620295";"";"14";"18";"";"1"
"620042";"477";"346";"432";"";"1"
"620037";"7552";"3047";"3809";"";"1"
"620040";"5042";"3159";"3949";"";"1"
"620049";"1027";"639";"799";"";"1"
"620050";"1073";"659";"824";"";"1"
"620328";"";"796";"995";"772";"1"
"620051";"1697";"1387";"1734";"";"1"
"620326";"";"376";"470";"";"1"
"620327";"";"382";"478";"";"1"
"620324";"";"1934";"2418";"1876";"1"
"620516";"";"116";"145";"";"1"
"620325";"";"1903";"2379";"1846";"1"
"620318";"";"1878";"2348";"1822";"1"
"620517";"";"113";"141";"";"1"
"620317";"";"2010";"2512";"1950";"1"
"620518";"";"120";"150";"";"1"
"620315";"";"241";"301";"";"1"
"620320";"";"372";"465";"";"1"
"620319";"";"349";"436";"";"1"
"620305";"";"18";"22";"";"1"
"620297";"";"18";"22";"";"1"
"620306";"";"18";"22";"";"1"
"620316";"";"1618";"2022";"1569";"1"
"620505";"";"105";"131";"";"1"
"620299";"";"18";"22";"";"1"
"620300";"";"18";"22";"";"1"
"620304";"";"19";"24";"";"1"
"620298";"";"18";"22";"";"1"
"620302";"";"19";"24";"";"1"
"620332";"";"154";"192";"";"1"
"620331";"";"705";"881";"684";"1"
"620335";"";"268";"335";"";"1"
"620334";"";"169";"211";"";"1"
"620385";"";"3089";"3861";"2996";"1"
"620236";"";"1491";"1864";"1446";"1"
"620172";"883";"829";"1036";"804";"1"
"620515";"";"243";"304";"";"1"
"620212";"";"2420";"3025";"2347";"1"
"620213";"";"5684";"7105";"5513";"1"
"620176";"3150";"2767";"3459";"2684";"1"
"620098";"";"4597";"5746";"4459";"1"
"620099";"4597";"4123";"5154";"3999";"1"
"620102";"";"3899";"4874";"3782";"1"
"620104";"";"856";"1070";"830";"1"
"620101";"";"3699";"4624";"3588";"1"
"620106";"";"929";"1161";"901";"1"
"620100";"";"1452";"1815";"1408";"1"
"620107";"";"5843";"7304";"5668";"1"
"620214";"";"6853";"8566";"6647";"1"
"620108";"";"1367";"1709";"1326";"1"
"620103";"";"1463";"1829";"1419";"1"
"620215";"";"1138";"1422";"1104";"1"
"620109";"";"1022";"1278";"991";"1"
"620114";"";"353";"441";"";"1"
"620112";"";"263";"329";"";"1"
"620115";"929";"859";"1074";"833";"1"
"620387";"";"325";"406";"";"1"
"620120";"";"819";"1024";"794";"1"
"620121";"";"1549";"1936";"1503";"1"
"620119";"";"324";"405";"";"1"
"620124";"";"1279";"1599";"1241";"1"
"620523";"253";"229";"286";"";"1"
"620527";"";"1448";"1810";"1405";"1"
"620116";"";"1454";"1818";"1410";"1"
"620123";"697";"645";"806";"626";"1"
"620216";"";"1508";"1885";"1463";"1"
"620127";"1452";"1348";"1685";"1308";"1"
"620221";"";"1950";"2438";"1891";"1"
"620217";"";"7726";"9658";"7494";"1"
"620218";"";"1465";"1831";"1421";"1"
"620131";"";"4938";"6172";"4790";"1"
"620222";"";"6958";"8698";"6749";"1"
"620135";"4870";"4244";"5305";"4117";"1"
"620133";"4397";"3869";"4836";"3753";"1"
"620132";"";"1525";"1906";"1479";"1"
"620134";"";"1308";"1635";"1269";"1"
"620129";"";"4608";"5760";"4470";"1"
"620136";"1367";"1226";"1532";"1189";"1"
"620138";"";"1367";"1709";"1326";"1"
"620137";"";"4668";"5835";"4528";"1"
"620195";"";"1497";"1871";"1452";"1"
"620194";"";"4914";"6142";"4767";"1"
"620139";"";"4597";"5746";"4459";"1"
"620388";"";"312";"390";"";"1"
"620395";"";"1439";"1799";"1396";"1"
"620141";"4596";"4129";"5161";"4005";"1"
"620145";"";"1525";"1906";"1479";"1"
"620142";"";"1373";"1716";"1332";"1"
"620150";"4737";"4508";"5635";"4373";"1"
"620143";"";"4938";"6172";"4790";"1"
"620151";"4988";"4388";"5485";"4256";"1"
"620152";"";"1196";"1495";"1160";"1"
"620149";"1556";"1319";"1649";"1279";"1"
"620153";"";"5592";"6990";"5424";"1"
"620155";"";"5724";"7155";"5552";"1"
"620158";"";"1342";"1678";"1302";"1"
"620571";"";"1348";"1685";"1308";"1"
"620154";"";"1342";"1678";"1302";"1"
"620196";"5461";"4979";"6224";"4830";"1"
"620165";"";"5165";"6456";"5010";"1"
"620512";"";"4784";"5980";"4640";"1"
"620162";"";"4971";"6214";"4822";"1"
"620163";"";"4684";"5855";"4543";"1"
"620166";"";"3839";"4799";"3724";"1"
"620169";"";"1304";"1630";"1265";"1"
"620198";"4641";"4316";"5395";"4187";"1"
"620199";"";"1770";"2212";"1717";"1"
"620167";"";"1409";"1761";"1367";"1"
"620173";"1598";"1498";"1872";"1453";"1"
"620182";"";"1988";"2485";"1928";"1"
"620174";"867";"798";"998";"774";"1"
"620175";"1721";"1555";"1944";"1508";"1"
"620200";"532";"485";"606";"";"1"
"620522";"377";"348";"435";"";"1"
"620202";"3837";"3559";"4449";"3452";"1"
"620186";"";"1715";"2144";"1664";"1"
"620239";"";"1532";"1915";"1486";"1"
"620201";"";"1414";"1768";"1372";"1"
"620237";"";"4665";"5831";"4525";"1"
"620189";"";"3785";"4731";"3671";"1"
"620187";"";"839";"1049";"814";"1"
"620528";"";"324";"405";"";"1"
"620242";"";"8017";"10021";"7776";"1"
"620243";"";"1448";"1810";"1405";"1"
"620245";"";"1068";"1335";"1036";"1"
"620244";"";"1149";"1436";"1115";"1"
"620250";"";"7412";"9265";"7190";"1"
"620508";"";"6990";"8738";"6780";"1"
"620249";"";"1660";"2075";"1610";"1"
"620203";"";"792";"990";"768";"1"
"620208";"";"856";"1070";"830";"1"
"620126";"";"299";"374";"";"1"
"620209";"1541";"1427";"1784";"1384";"1"
"620197";"1688";"1533";"1916";"1487";"1"
"620204";"";"291";"364";"";"1"
"620207";"";"324";"405";"";"1"
"620529";"";"353";"441";"";"1"
"620210";"";"3734";"4668";"3622";"1"
"620389";"";"325";"406";"";"1"
"620519";"";"929";"1161";"901";"1"
"620225";"";"4295";"5369";"4166";"1"
"620227";"8320";"7723";"9654";"7491";"1"
"620229";"4800";"4218";"5272";"4091";"1"
"620392";"";"127";"159";"";"1"
"620228";"1533";"1439";"1799";"1396";"1"
"620256";"";"222";"278";"";"1"
"620262";"";"127";"159";"";"1"
"620263";"";"222";"278";"";"1"
"620267";"";"127";"159";"";"1"
"620259";"";"127";"159";"";"1"
"620231";"";"788";"985";"764";"1"
"620223";"";"1139";"1424";"1105";"1"
"620226";"7115";"6379";"7974";"6188";"1"
"620224";"";"1158";"1448";"1123";"1"
"620232";"";"2608";"3260";"2530";"1"
"620241";"";"425";"531";"";"1"
"620240";"";"1667";"2084";"1617";"1"
"620252";"";"1123";"1404";"1089";"1"
"620251";"";"2681";"3351";"2601";"1"
"620254";"";"1386";"1732";"1344";"1"
"620247";"1182";"1108";"1385";"1075";"1"
"620261";"";"127";"159";"";"1"
"620248";"4781";"4537";"5671";"4401";"1"
"620271";"";"8189";"10236";"7943";"1"
"620394";"";"222";"278";"";"1"
"620255";"";"222";"278";"";"1"
"620265";"";"222";"278";"";"1"
"620272";"";"87";"109";"";"1"
"620273";"";"87";"109";"";"1"
"620274";"";"61";"76";"";"12"
"620276";"";"62";"78";"";"12"
"620275";"";"305";"381";"";"1"
"620260";"";"222";"278";"";"1"
"620257";"";"127";"159";"";"1"
"620268";"";"222";"278";"";"1"
"620278";"";"87";"109";"";"1"
"620277";"";"87";"109";"";"1"
"620264";"";"117";"146";"";"1"
"620258";"";"222";"278";"";"1"
"620266";"";"127";"159";"";"1"
"620269";"";"222";"278";"";"1"
"620279";"";"87";"109";"";"1"
"620280";"";"73";"91";"";"10"
"620283";"";"61";"76";"";"12"
"620270";"";"222";"278";"";"1"
"620128";"";"3963";"4954";"3844";"1"
"620144";"";"1525";"1906";"1479";"1"
"620105";"";"3062";"3828";"2970";"1"
"620393";"";"222";"278";"";"1"
"620205";"";"890";"1112";"863";"1"
"620376";"306";"199";"249";"";"1"
"620371";"157";"123";"154";"";"1"
"620373";"254";"199";"249";"";"1"
"620113";"";"1882";"2352";"1826";"1"
"620374";"254";"200";"250";"";"1"
"620577";"367";"339";"424";"";"1"
"620579";"340";"299";"374";"";"1"
"620578";"367";"170";"212";"";"1"
"620378";"367";"348";"435";"";"1"
"620504";"287";"65";"81";"";"1"
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
